reading_id,rfid_tag,device_id,data_type,data_value,timestamp,gps_lat,gps_lng,temperature_c
RDG-RFD-0006,RFID-002,RFD319,RFID,VERIFIED,2026-05-06 09:00:00,,,
RDG-GPS-0323,RFID-041,GPS862,GPS,"14.404422,120.902502",2026-05-06 09:00:00,14.404422,120.902502,
RDG-GPS-0300,RFID-038,GPS702,GPS,"10.345367,123.655743",2026-05-06 09:00:00,10.345367,123.655743,
RDG-TMP-0012,RFID-002,TMP393,Temperature,-29.1,2026-05-06 09:00:00,,,-29.1
RDG-TMP-0059,RFID-013,TMP665,Temperature,-28.2,2026-05-06 09:00:00,,,-28.2
RDG-RFD-0048,RFID-012,RFD359,RFID,VERIFIED,2026-05-06 09:00:00,,,
RDG-TMP-0079,RFID-018,TMP824,Temperature,-19.1,2026-05-06 09:00:00,,,-19.1
RDG-GPS-0200,RFID-025,GPS572,GPS,"14.349226,121.041293",2026-05-06 10:00:00,14.349226,121.041293,
RDG-RFD-0049,RFID-012,RFD169,RFID,VERIFIED,2026-05-06 10:00:00,,,
RDG-TMP-0104,RFID-025,TMP116,Temperature,10.6,2026-05-06 10:00:00,,,10.6
RDG-GPS-0363,RFID-046,GPS920,GPS,"14.640314,120.998863",2026-05-06 10:00:00,14.640314,120.998863,
RDG-GPS-0256,RFID-032,GPS743,GPS,"14.682618,120.975534",2026-05-06 10:00:00,14.682618,120.975534,
RDG-TMP-0235,RFID-049,TMP887,Temperature,16.4,2026-05-06 10:00:00,,,16.4
RDG-GPS-0093,RFID-012,GPS538,GPS,"14.548043,120.944666",2026-05-06 10:00:00,14.548043,120.944666,
RDG-TMP-0211,RFID-046,TMP215,Temperature,13.1,2026-05-06 10:00:00,,,13.1
RDG-GPS-0387,RFID-049,GPS929,GPS,"14.486806,120.984474",2026-05-06 10:00:00,14.486806,120.984474,
RDG-GPS-0013,RFID-002,GPS807,GPS,"14.478005,121.011187",2026-05-06 11:00:00,14.478005,121.011187,
RDG-TMP-0180,RFID-041,TMP573,Temperature,2.9,2026-05-06 11:00:00,,,2.9
RDG-TMP-0165,RFID-038,TMP364,Temperature,2.0,2026-05-06 11:00:00,,,2.0
RDG-RFD-0185,RFID-041,RFD812,RFID,VERIFIED,2026-05-06 11:00:00,,,
RDG-TMP-0060,RFID-013,TMP577,Temperature,-29.4,2026-05-06 11:00:00,,,-29.4
RDG-GPS-0324,RFID-041,GPS669,GPS,"14.482708,120.970148",2026-05-06 11:00:00,14.482708,120.970148,
RDG-GPS-0144,RFID-018,GPS469,GPS,"14.483163,120.979225",2026-05-06 11:00:00,14.483163,120.979225,
RDG-TMP-0080,RFID-018,TMP566,Temperature,-15.3,2026-05-06 11:00:00,,,-15.3
RDG-GPS-0100,RFID-013,GPS767,GPS,"14.383608,121.001233",2026-05-06 11:00:00,14.383608,121.001233,
RDG-GPS-0029,RFID-004,GPS333,GPS,"14.474605,121.068963",2026-05-06 11:00:00,14.474605,121.068963,
RDG-TMP-0013,RFID-002,TMP884,Temperature,-28.5,2026-05-06 11:00:00,,,-28.5
RDG-TMP-0021,RFID-004,TMP405,Temperature,13.5,2026-05-06 11:00:00,,,13.5
RDG-GPS-0301,RFID-038,GPS153,GPS,"11.438434,122.936625",2026-05-06 11:00:00,11.438434,122.936625,
RDG-RFD-0219,RFID-049,RFD324,RFID,VERIFIED,2026-05-06 12:00:00,,,
RDG-TMP-0236,RFID-049,TMP384,Temperature,15.5,2026-05-06 12:00:00,,,15.5
RDG-RFD-0207,RFID-046,RFD875,RFID,VERIFIED,2026-05-06 12:00:00,,,
RDG-GPS-0388,RFID-049,GPS719,GPS,"14.502337,120.996181",2026-05-06 12:00:00,14.502337,120.996181,
RDG-GPS-0364,RFID-046,GPS806,GPS,"14.704304,121.022538",2026-05-06 12:00:00,14.704304,121.022538,
RDG-TMP-0212,RFID-046,TMP656,Temperature,12.5,2026-05-06 12:00:00,,,12.5
RDG-GPS-0094,RFID-012,GPS151,GPS,"14.472199,120.975184",2026-05-06 12:00:00,14.472199,120.975184,
RDG-RFD-0007,RFID-002,RFD597,RFID,VERIFIED,2026-05-06 13:00:00,,,
RDG-GPS-0325,RFID-041,GPS675,GPS,"14.42777,121.014291",2026-05-06 13:00:00,14.42777,121.014291,
RDG-GPS-0014,RFID-002,GPS954,GPS,"14.528336,121.054559",2026-05-06 13:00:00,14.528336,121.054559,
RDG-GPS-0302,RFID-038,GPS216,GPS,"12.515247,122.303596",2026-05-06 13:00:00,12.515247,122.303596,
RDG-GPS-0030,RFID-004,GPS508,GPS,"14.462249,121.050889",2026-05-06 13:00:00,14.462249,121.050889,
RDG-TMP-0181,RFID-041,TMP288,Temperature,2.8,2026-05-06 13:00:00,,,2.8
RDG-TMP-0061,RFID-013,TMP367,Temperature,-29.3,2026-05-06 13:00:00,,,-29.3
RDG-GPS-0101,RFID-013,GPS353,GPS,"14.38284,120.992832",2026-05-06 13:00:00,14.38284,120.992832,
RDG-TMP-0022,RFID-004,TMP534,Temperature,13.4,2026-05-06 13:00:00,,,13.4
RDG-TMP-0166,RFID-038,TMP671,Temperature,3.5,2026-05-06 13:00:00,,,3.5
RDG-TMP-0014,RFID-002,TMP530,Temperature,-28.5,2026-05-06 13:00:00,,,-28.5
RDG-TMP-0237,RFID-049,TMP565,Temperature,13.8,2026-05-06 14:00:00,,,13.8
RDG-GPS-0389,RFID-049,GPS163,GPS,"14.524991,120.989429",2026-05-06 14:00:00,14.524991,120.989429,
RDG-TMP-0213,RFID-046,TMP942,Temperature,12.7,2026-05-06 14:00:00,,,12.7
RDG-GPS-0365,RFID-046,GPS964,GPS,"14.672834,120.995484",2026-05-06 14:00:00,14.672834,120.995484,
RDG-RFD-0014,RFID-004,RFD836,RFID,VERIFIED,2026-05-06 14:00:00,,,
RDG-RFD-0144,RFID-032,RFD474,RFID,VERIFIED,2026-05-06 14:00:00,,,
RDG-GPS-0095,RFID-012,GPS565,GPS,"14.46153,120.954492",2026-05-06 14:00:00,14.46153,120.954492,
RDG-RFD-0171,RFID-038,RFD421,RFID,VERIFIED,2026-05-06 14:00:00,,,
RDG-RFD-0052,RFID-013,RFD460,RFID,FLAGGED,2026-05-06 15:00:00,,,
RDG-GPS-0102,RFID-013,GPS256,GPS,"14.416379,120.987124",2026-05-06 15:00:00,14.416379,120.987124,
RDG-TMP-0062,RFID-013,TMP577,Temperature,-28.2,2026-05-06 15:00:00,,,-28.2
RDG-TMP-0023,RFID-004,TMP353,Temperature,13.6,2026-05-06 15:00:00,,,13.6
RDG-TMP-0167,RFID-038,TMP556,Temperature,3.2,2026-05-06 15:00:00,,,3.2
RDG-GPS-0303,RFID-038,GPS896,GPS,"13.673652,121.651425",2026-05-06 15:00:00,13.673652,121.651425,
RDG-RFD-0186,RFID-041,RFD730,RFID,FLAGGED,2026-05-06 15:00:00,,,
RDG-TMP-0015,RFID-002,TMP559,Temperature,-28.2,2026-05-06 15:00:00,,,-28.2
RDG-TMP-0182,RFID-041,TMP505,Temperature,6.0,2026-05-06 15:00:00,,,6.0
RDG-RFD-0220,RFID-049,RFD565,RFID,VERIFIED,2026-05-06 15:00:00,,,
RDG-GPS-0015,RFID-002,GPS540,GPS,"14.490893,121.055253",2026-05-06 15:00:00,14.490893,121.055253,
RDG-GPS-0326,RFID-041,GPS462,GPS,"14.467679,120.960509",2026-05-06 15:00:00,14.467679,120.960509,
RDG-RFD-0208,RFID-046,RFD976,RFID,FLAGGED,2026-05-06 15:00:00,,,
RDG-GPS-0031,RFID-004,GPS891,GPS,"14.468655,121.066778",2026-05-06 15:00:00,14.468655,121.066778,
RDG-RFD-0145,RFID-032,RFD683,RFID,VERIFIED,2026-05-06 16:00:00,,,
RDG-RFD-0172,RFID-038,RFD645,RFID,VERIFIED,2026-05-06 16:00:00,,,
RDG-RFD-0015,RFID-004,RFD725,RFID,VERIFIED,2026-05-06 16:00:00,,,
RDG-TMP-0238,RFID-049,TMP102,Temperature,12.7,2026-05-06 16:00:00,,,12.7
RDG-GPS-0366,RFID-046,GPS510,GPS,"14.562758,121.040382",2026-05-06 16:00:00,14.562758,121.040382,
RDG-GPS-0096,RFID-012,GPS488,GPS,"14.445085,120.990623",2026-05-06 16:00:00,14.445085,120.990623,
RDG-GPS-0390,RFID-049,GPS957,GPS,"14.554738,121.052425",2026-05-06 16:00:00,14.554738,121.052425,
RDG-RFD-0077,RFID-018,RFD920,RFID,VERIFIED,2026-05-06 16:00:00,,,
RDG-TMP-0214,RFID-046,TMP551,Temperature,13.5,2026-05-06 16:00:00,,,13.5
RDG-GPS-0103,RFID-013,GPS217,GPS,"14.437926,121.027799",2026-05-06 17:00:00,14.437926,121.027799,
RDG-GPS-0304,RFID-038,GPS562,GPS,"14.731804,121.005467",2026-05-06 17:00:00,14.731804,121.005467,
RDG-TMP-0063,RFID-013,TMP580,Temperature,-25.1,2026-05-06 17:00:00,,,-25.1
RDG-GPS-0032,RFID-004,GPS509,GPS,"14.459612,121.039948",2026-05-06 17:00:00,14.459612,121.039948,
RDG-TMP-0024,RFID-004,TMP293,Temperature,12.3,2026-05-06 17:00:00,,,12.3
RDG-TMP-0016,RFID-002,TMP484,Temperature,-28.2,2026-05-06 17:00:00,,,-28.2
RDG-GPS-0016,RFID-002,GPS915,GPS,"14.482745,121.030826",2026-05-06 17:00:00,14.482745,121.030826,
RDG-GPS-0327,RFID-041,GPS533,GPS,"14.535018,121.072056",2026-05-06 17:00:00,14.535018,121.072056,
RDG-TMP-0168,RFID-038,TMP795,Temperature,2.9,2026-05-06 17:00:00,,,2.9
RDG-TMP-0183,RFID-041,TMP302,Temperature,5.8,2026-05-06 17:00:00,,,5.8
RDG-TMP-0215,RFID-046,TMP204,Temperature,14.0,2026-05-06 18:00:00,,,14.0
RDG-GPS-0391,RFID-049,GPS616,GPS,"14.576287,121.039746",2026-05-06 18:00:00,14.576287,121.039746,
RDG-GPS-0367,RFID-046,GPS417,GPS,"14.575882,121.046534",2026-05-06 18:00:00,14.575882,121.046534,
RDG-RFD-0187,RFID-041,RFD785,RFID,FLAGGED,2026-05-06 18:00:00,,,
RDG-TMP-0239,RFID-049,TMP195,Temperature,13.7,2026-05-06 18:00:00,,,13.7
RDG-TMP-0184,RFID-041,TMP104,Temperature,2.9,2026-05-06 19:00:00,,,2.9
RDG-GPS-0328,RFID-041,GPS394,GPS,"14.547409,121.079706",2026-05-06 19:00:00,14.547409,121.079706,
RDG-GPS-0104,RFID-013,GPS816,GPS,"14.488097,120.997596",2026-05-06 19:00:00,14.488097,120.997596,
RDG-TMP-0064,RFID-013,TMP308,Temperature,-29.4,2026-05-06 19:00:00,,,-29.4
RDG-RFD-0053,RFID-013,RFD279,RFID,VERIFIED,2026-05-06 19:00:00,,,
RDG-TMP-0216,RFID-046,TMP353,Temperature,13.3,2026-05-06 20:00:00,,,13.3
RDG-GPS-0368,RFID-046,GPS897,GPS,"14.56938,121.039257",2026-05-06 20:00:00,14.56938,121.039257,
RDG-GPS-0392,RFID-049,GPS824,GPS,"14.638813,120.969214",2026-05-06 20:00:00,14.638813,120.969214,
RDG-RFD-0221,RFID-049,RFD662,RFID,VERIFIED,2026-05-06 20:00:00,,,
RDG-TMP-0240,RFID-049,TMP780,Temperature,12.9,2026-05-06 20:00:00,,,12.9
RDG-RFD-0173,RFID-038,RFD792,RFID,VERIFIED,2026-05-06 21:00:00,,,
RDG-RFD-0209,RFID-046,RFD627,RFID,VERIFIED,2026-05-06 21:00:00,,,
RDG-RFD-0188,RFID-041,RFD153,RFID,VERIFIED,2026-05-06 22:00:00,,,
RDG-RFD-0054,RFID-013,RFD590,RFID,VERIFIED,2026-05-07 00:00:00,,,
RDG-RFD-0174,RFID-038,RFD296,RFID,VERIFIED,2026-05-07 01:00:00,,,
RDG-RFD-0222,RFID-049,RFD921,RFID,VERIFIED,2026-05-07 01:00:00,,,
